position	originalpos	primaryprefix	altprefixes	localid	iri	resolvingns	humanhtml	homepage	description	title	registry
1016	1016	harrisons	harrisons		http://harrisons.cc/						Prefix.cc
1017	1017	ssso	ssso		http://purl.org/ontology/ssso#						Prefix.cc
1018	1018	tvc	tvc		http://www.essepuntato.it/2012/04/tvc/						Prefix.cc
1019	1019	ludo	ludo		http://vocab.ox.ac.uk/ludo#						Prefix.cc
1020	1020	iot	iot		http://www.linkedthings.com/iot/						Prefix.cc
1021	1021	tblcard	tblcard		http://www.w3.org/People/Berners-Lee/card#						Prefix.cc
1022	1022	vapour	vapour		http://vapour.sourceforge.net/vocab.rdf#						Prefix.cc
1023	1023	frbrer	frbrer		http://iflastandards.info/ns/fr/frbr/frbrer/						Prefix.cc
1024	1024	rlnr	rlnr		http://rdflivenews.aksw.org/resource/						Prefix.cc
1025	1025	refe	refe		http://orion.tw.rpi.edu/~xgmatwc/refe/						Prefix.cc
1026	1026	wbc	wbc		http://worldbank.270a.info/classification/						Prefix.cc
1027	1027	fea	fea		http://vocab.data.gov/def/fea#						Prefix.cc
1028	1028	w3po	w3po		http://purl.org/provenance/w3p/w3po#						Prefix.cc
1029	1029	mrel	mrel		http://id.loc.gov/vocabulary/relators/						Prefix.cc
1030	1030	conf	conf		http://richard.cyganiak.de/2007/pubby/config.rdf#						Prefix.cc
1031	1031	cex	cex		http://purl.org/weso/computex/ontology#						Prefix.cc
1032	1032	up	up		http://users.ugent.be/~tdenies/up/						Prefix.cc
1033	1033	odcs	odcs		http://opendata.cz/infrastructure/odcleanstore/						Prefix.cc
1034	1034	dcndl	dcndl		http://ndl.go.jp/dcndl/terms/						Prefix.cc
1035	1035	stats	stats		http://purl.org/rdfstats/stats#						Prefix.cc
1036	1036	rdacontent	rdacontent		http://rdvocab.info/termList/RDAContentType/						Prefix.cc
1037	1037	namespaces	namespaces		https://vg.no/						Prefix.cc
1038	1038	centrifuge	centrifuge		http://purl.org/twc/vocab/centrifuge#						Prefix.cc
1039	1039	s3db	s3db		http://www.s3db.org/core#						Prefix.cc
1040	1040	role	role		http://purl.org/vocab/participation/schema#						Prefix.cc
1041	1041	prvt	prvt		http://purl.org/net/provenance/types#						Prefix.cc
1042	1042	wikidata	wikidata		http://www.wikidata.org/entity/						Prefix.cc
1043	1043	strdf	strdf		http://strdf.di.uoa.gr/ontology#						Prefix.cc
1044	1044	viskov	viskov		http://trust.utep.edu/visko/ontology/visko-view-v3.owl#						Prefix.cc
1045	1045	te	te		http://www.w3.org/2006/time-entry#						Prefix.cc
1046	1046	pizza	pizza		http://www.co-ode.org/ontologies/pizza/pizza.owl#						Prefix.cc
1047	1047	deo	deo		http://purl.org/spar/deo/						Prefix.cc
1048	1048	opl	opl		http://openlinksw.com/schema/attribution#						Prefix.cc
1049	1049	mads	mads		http://www.loc.gov/mads/rdf/v1#						Prefix.cc
1050	1050	csm	csm		http://purl.org/csm/1.0#						Prefix.cc
1051	1051	roevo	roevo		http://purl.org/wf4ever/roevo#						Prefix.cc
1052	1052	alchemy	alchemy		http://rdf.alchemyapi.com/rdf/v1/s/aapi-schema#						Prefix.cc
1053	1053	kbp	kbp		http://tackbp.org/2013/ontology#						Prefix.cc
1054	1054	swperson	swperson		http://data.semanticweb.org/person/						Prefix.cc
1055	1055	wi	wi		http://purl.org/ontology/wi/core#						Prefix.cc
1056	1056	pkgsrc	pkgsrc		http://pkgsrc.co/schema#						Prefix.cc
1057	1057	fincaselaw	fincaselaw		http://purl.org/finlex/schema/oikeus/						Prefix.cc
1058	1058	pext	pext		http://www.ontotext.com/proton/protonext#						Prefix.cc
1059	1059	worldbank	worldbank		http://worldbank.270a.info/dataset/						Prefix.cc
1060	1060	daisy	daisy		http://www.daisy.org/z3998/2012/vocab/						Prefix.cc
1061	1061	cb	cb		http://cbasewrap.ontologycentral.com/vocab#						Prefix.cc
1062	1062	wbp	wbp		http://worldbank.270a.info/property/						Prefix.cc
1063	1063	amalgame	amalgame		http://purl.org/vocabularies/amalgame#						Prefix.cc
1064	1064	viskoo	viskoo		http://trust.utep.edu/visko/ontology/visko-operator-v3.owl#						Prefix.cc
1065	1065	ec	ec		http://eulergui.sourceforge.net/contacts.owl.n3#						Prefix.cc
1066	1066	nyt	nyt		http://data.nytimes.com/						Prefix.cc
1067	1067	frsad	frsad		http://iflastandards.info/ns/fr/frsad/						Prefix.cc
1068	1068	saif	saif		http://wwwiti.cs.uni-magdeburg.de/~srahman/						Prefix.cc
1069	1069	xmp	xmp		http://ns.adobe.com/xap/1.0/						Prefix.cc
1070	1070	part	part		http://purl.org/vocab/participation/schema#						Prefix.cc
1071	1071	dl	dl		http://ontology.ip.rm.cnr.it/ontologies/DOLCE-Lite#						Prefix.cc
1072	1072	ctorg	ctorg		http://purl.org/ctic/infraestructuras/organizacion#						Prefix.cc
1073	1073	comm	comm		http://vocab.resc.info/communication#						Prefix.cc
1074	1074	api	api		http://purl.org/linked-data/api/vocab#						Prefix.cc
1075	1075	fcp	fcp		http://www.newmedialab.at/fcp/						Prefix.cc
1076	1076	rdafrbr	rdafrbr		http://rdvocab.info/uri/schema/FRBRentitiesRDA/						Prefix.cc
1077	1077	rdarel	rdarel		http://rdvocab.info/RDARelationshipsWEMI/						Prefix.cc
1078	1078	sdmxd	sdmxd		http://purl.org/linked-data/sdmx/2009/dimension#						Prefix.cc
1079	1079	dbptmpl	dbptmpl		http://dbpedia.org/resource/Template:						Prefix.cc
1080	1080	radion	radion		http://www.w3.org/ns/radion#						Prefix.cc
1081	1081	camelot	camelot		http://vocab.ox.ac.uk/camelot#						Prefix.cc
1082	1082	graffle	graffle		http://purl.org/twc/vocab/vsr/graffle#						Prefix.cc
1083	1083	osspr	osspr		http://data.ordnancesurvey.co.uk/ontology/spatialrelations/						Prefix.cc
1084	1084	pubmed	pubmed		http://bio2rdf.org/pubmed_vocabulary:						Prefix.cc
1085	1085	emotion	emotion		http://ns.inria.fr/emoca#						Prefix.cc
1086	1086	wsl	wsl		http://www.wsmo.org/ns/wsmo-lite#						Prefix.cc
1087	1087	ogbd	ogbd		http://www.ogbd.fr/2012/ontologie#						Prefix.cc
1088	1088	infor	infor		http://www.ontologydesignpatterns.org/cp/owl/informationrealization.owl#						Prefix.cc
1089	1089	wlo	wlo		http://purl.org/ontology/wo/						Prefix.cc
1090	1090	bibframe	bibframe		http://bibframe.org/vocab/						Prefix.cc
1091	1091	pso	pso		http://purl.org/spar/pso/						Prefix.cc
1092	1092	particip	particip		http://purl.org/vocab/participation/schema#						Prefix.cc
1093	1093	stream	stream		http://dbpedia.org/ontology/Stream/						Prefix.cc
1094	1094	vrank	vrank		http://purl.org/voc/vrank#						Prefix.cc
1095	1095	rdag1	rdag1		http://rdvocab.info/Elements/						Prefix.cc
1096	1096	bsb	bsb		http://lod.b3kat.de/title/						Prefix.cc
1097	1097	wf4ever	wf4ever		http://purl.org/wf4ever/wf4ever#						Prefix.cc
1098	1098	rdag3	rdag3		http://rdvocab.info/ElementsGr3/						Prefix.cc
1099	1099	rdam	rdam		http://rdaregistry.info/Elements/m/						Prefix.cc
1100	1100	dbt	dbt		http://dbpedia.org/resource/Template:						Prefix.cc
1101	1101	osgeom	osgeom		http://data.ordnancesurvey.co.uk/ontology/geometry/						Prefix.cc
1102	1102	lcy	lcy		http://purl.org/vocab/lifecycle/schema#						Prefix.cc
1103	1103	biotop	biotop		http://purl.org/biotop/biotop.owl#						Prefix.cc
1104	1104	mp	mp		http://jicamaro.info/mp#						Prefix.cc
1105	1105	agls	agls		http://www.agls.gov.au/agls/terms/						Prefix.cc
1106	1106	cold	cold		http://purl.org/configurationontology#						Prefix.cc
1107	1107	dn	dn		http://purl.org/datanode/ns/						Prefix.cc
1108	1108	twaapi	twaapi		http://purl.org/twc/vocab/aapi-schema#						Prefix.cc
1109	1109	who	who		http://www.who.int/vocab/ontology#						Prefix.cc
1110	1110	gq	gq		http://genomequest.com/						Prefix.cc
1111	1111	rdac	rdac		http://rdaregistry.info/Elements/c/						Prefix.cc
1112	1112	olad	olad		http://openlad.org/vocab#						Prefix.cc
1113	1113	ptop	ptop		http://www.ontotext.com/proton/protontop#						Prefix.cc
1114	1114	rdfdata	rdfdata		http://rdf.data-vocabulary.org/rdf.xml#						Prefix.cc
1115	1115	csp	csp		http://vocab.deri.ie/csp#						Prefix.cc
1116	1116	itsmo	itsmo		http://ontology.it/itsmo/v1#						Prefix.cc
1117	1117	nidm	nidm		http://nidm.nidash.org/						Prefix.cc
1118	1118	rdau	rdau		http://rdaregistry.info/Elements/u/						Prefix.cc
1119	1119	emoca	emoca		http://ns.inria.fr/emoca#						Prefix.cc
1120	1120	rdb	rdb		http://www.dbs.cs.uni-duesseldorf.de/RDF/relational#						Prefix.cc
1121	1121	mvco	mvco		http://purl.oclc.org/NET/mvco.owl#						Prefix.cc
1122	1122	cosmo	cosmo		http://purl.org/ontology/cosmo#						Prefix.cc
1123	1123	dqm	dqm		http://purl.org/dqm-vocabulary/v1/dqm#						Prefix.cc
1124	1124	drm	drm		http://vocab.data.gov/def/drm#						Prefix.cc
1125	1125	doco	doco		http://purl.org/spar/doco/						Prefix.cc
1126	1126	scms	scms		http://ns.aksw.org/scms/annotations/						Prefix.cc
1127	1127	delta	delta		http://www.w3.org/2004/delta#						Prefix.cc
1128	1128	om	om		http://opendata.caceres.es/def/ontomunicipio#						Prefix.cc
1129	1129	archdesc	archdesc		http://archdesc.info/archEvent#						Prefix.cc
1130	1130	moac	moac		http://observedchange.com/moac/ns#						Prefix.cc
1131	1131	ox	ox		http://vocab.ox.ac.uk/projectfunding#						Prefix.cc
1132	1132	gnvc	gnvc		http://purl.org/gc/						Prefix.cc
1133	1133	pois	pois		http://purl.oclc.org/POIS/vcblr#						Prefix.cc
1134	1134	geod	geod		http://vocab.lenka.no/geo-deling#						Prefix.cc
1135	1135	odv	odv		http://reference.data.gov.uk/def/organogram/						Prefix.cc
1136	1136	biro	biro		http://purl.org/spar/biro/						Prefix.cc
1137	1137	penis	penis		http://penis.to/#						Prefix.cc
1138	1138	cbase	cbase		http://ontologycentral.com/2010/05/cb/vocab#						Prefix.cc
1139	1139	dcite	dcite		http://purl.org/spar/datacite/						Prefix.cc
1140	1140	oliasystem	oliasystem		http://purl.org/olia/system.owl#						Prefix.cc
1141	1141	mocanal	mocanal		http://www.semanticweb.org/asow/ontologies/2013/9/untitled-ontology-36#						Prefix.cc
1142	1142	ntag	ntag		http://ns.inria.fr/nicetag/2010/09/09/voc#						Prefix.cc
1143	1143	ostop	ostop		http://www.ordnancesurvey.co.uk/ontology/Topography/v0.1/Topography.owl#						Prefix.cc
1144	1144	swpo	swpo		http://sw-portal.deri.org/ontologies/swportal#						Prefix.cc
1145	1145	accom	accom		http://purl.org/acco/ns#						Prefix.cc
1146	1146	osadm	osadm		http://data.ordnancesurvey.co.uk/ontology/admingeo/						Prefix.cc
1147	1147	odapp	odapp		http://vocab.deri.ie/odapp#						Prefix.cc
1148	1148	lmm1	lmm1		http://www.ontologydesignpatterns.org/ont/lmm/LMM_L1.owl#						Prefix.cc
1149	1149	cpa	cpa		http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl#						Prefix.cc
1150	1150	oecc	oecc		http://www.oegov.org/core/owl/cc#						Prefix.cc
1151	1151	limoo	limoo		http://purl.org/LiMo/0.1/						Prefix.cc
1152	1152	viso	viso		http://purl.org/viso/						Prefix.cc
1153	1153	coun	coun		http://www.daml.org/2001/09/countries/iso-3166-ont#						Prefix.cc
1154	1154	ling	ling		http://purl.org/voc/ling/						Prefix.cc
1155	1155	purl	purl		http://purl.org/dc/terms/						Prefix.cc
1156	1156	ontopic	ontopic		http://www.ontologydesignpatterns.org/ont/dul/ontopic.owl#						Prefix.cc
1157	1157	meb	meb		http://rdf.myexperiment.org/ontologies/base/						Prefix.cc
1158	1158	icane	icane		http://www.icane.es/opendata/vocab#						Prefix.cc
1159	1159	dcoid	dcoid		http://dx.deepcarbon.net/						Prefix.cc
1160	1160	paia	paia		http://purl.org/ontology/paia#						Prefix.cc
1161	1161	ecos	ecos		http://kmm.lboro.ac.uk/ecos/1.0#						Prefix.cc
1162	1162	muldicat	muldicat		http://iflastandards.info/ns/muldicat#						Prefix.cc
1163	1163	bwb	bwb		http://doc.metalex.eu/bwb/ontology/						Prefix.cc
1164	1164	iol	iol		http://www.ontologydesignpatterns.org/ont/dul/IOLite.owl#						Prefix.cc
1165	1165	msr	msr		http://www.telegraphis.net/ontology/measurement/measurement#						Prefix.cc
1166	1166	geosp	geosp		http://rdf.geospecies.org/ont/geospecies#						Prefix.cc
1167	1167	gastro	gastro		http://www.ebsemantics.net/gastro#						Prefix.cc
1168	1168	lsc	lsc		http://linkedscience.org/lsc/ns#						Prefix.cc
1169	1169	lexcz	lexcz		http://purl.org/lex/cz#						Prefix.cc
1170	1170	lmm2	lmm2		http://www.ontologydesignpatterns.org/ont/lmm/LMM_L2.owl#						Prefix.cc
1171	1171	mged	mged		http://mged.sourceforge.net/ontologies/MGEDOntology.owl#						Prefix.cc
1172	1172	pwo	pwo		http://purl.org/spar/pwo/						Prefix.cc
1173	1173	passim	passim		http://data.lirmm.fr/ontologies/passim#						Prefix.cc
1174	1174	ep	ep		http://eprints.org/ontology/						Prefix.cc
1175	1175	lingvo	lingvo		http://www.lingvoj.org/ontology#						Prefix.cc
1176	1176	obsm	obsm		http://rdf.geospecies.org/methods/observationMethod#						Prefix.cc
1177	1177	semio	semio		http://www.lingvoj.org/semio#						Prefix.cc
1178	1178	hlygt	hlygt		http://www.holygoat.co.uk/owl/redwood/0.1/tags/						Prefix.cc
1179	1179	dbpr	dbpr		http://dbpedia.org/resource/						Prefix.cc
1180	1180	emp	emp		http://purl.org/ctic/empleo/oferta#						Prefix.cc
1181	1181	xml	xml		http://www.w3.org/XML/1998/namespace/						Prefix.cc
1182	1182	turismo	turismo		http://idi.fundacionctic.org/cruzar/turismo#						Prefix.cc
1183	1183	article	article		http://ogp.me/ns/article#						Prefix.cc
1184	1184	quty	quty		http://www.telegraphis.net/ontology/measurement/quantity#						Prefix.cc
1185	1185	elec	elec		http://purl.org/ctic/sector-publico/elecciones#						Prefix.cc
1186	1186	ordf	ordf		http://purl.org/NET/ordf/						Prefix.cc
1187	1187	mds	mds		http://doc.metalex.eu/id/						Prefix.cc
1188	1188	dr	dr		http://purl.org/swan/2.0/discourse-relationships/						Prefix.cc
1189	1189	crsw	crsw		http://courseware.rkbexplorer.com/ontologies/courseware#						Prefix.cc
1190	1190	onyx	onyx		http://www.gsi.dit.upm.es/ontologies/onyx/ns#						Prefix.cc
1191	1191	rdae	rdae		http://rdaregistry.info/Elements/e/						Prefix.cc
1192	1192	tw	tw		http://tw.rpi.edu/schema/						Prefix.cc
1193	1193	tsioc	tsioc		http://rdfs.org/sioc/types#						Prefix.cc
1194	1194	graves	graves		http://rdf.muninn-project.org/ontologies/graves#						Prefix.cc
1195	1195	raul	raul		http://vocab.deri.ie/raul#						Prefix.cc
1196	1196	gadm	gadm		http://gadm.geovocab.org/ontology#						Prefix.cc
1197	1197	spt	spt		http://spitfire-project.eu/ontology/ns/						Prefix.cc
1198	1198	rso	rso		http://www.researchspace.org/ontology/						Prefix.cc
1199	1199	oprovo	oprovo		http://openprovenance.org/ontology#						Prefix.cc
1200	1200	snarm	snarm		http://rdf.myexperiment.org/ontologies/snarm/						Prefix.cc
1201	1201	seq	seq		http://www.ontologydesignpatterns.org/cp/owl/sequence.owl#						Prefix.cc
1202	1202	opmo	opmo		http://openprovenance.org/model/opmo#						Prefix.cc
1203	1203	bihap	bihap		http://bihap.kb.gov.tr/ontology/						Prefix.cc
1204	1204	tao	tao		http://vocab.deri.ie/tao#						Prefix.cc
1205	1205	rdaa	rdaa		http://rdaregistry.info/Elements/a/						Prefix.cc
1206	1206	ecrm	ecrm		http://erlangen-crm.org/current/						Prefix.cc
1207	1207	edgar	edgar		http://edgarwrap.ontologycentral.com/vocab/edgar#						Prefix.cc
1208	1208	tddo	tddo		http://databugger.aksw.org/ns/core#						Prefix.cc
1209	1209	gnm	gnm		http://www.geonames.org/ontology/mappings/						Prefix.cc
1210	1210	coll	coll		http://purl.org/co/						Prefix.cc
1211	1211	laabs	laabs		http://dbpedia.org/resource/						Prefix.cc
1212	1212	tis	tis		http://www.ontologydesignpatterns.org/cp/owl/timeindexedsituation.owl#						Prefix.cc
1213	1213	odpart	odpart		http://www.ontologydesignpatterns.org/cp/owl/participation.owl#						Prefix.cc
1214	1214	mm	mm		http://linkedmultimedia.org/sparql-mm/ns/1.0.0/function#						Prefix.cc
1215	1215	trait	trait		http://contextus.net/ontology/ontomedia/ext/common/trait#						Prefix.cc
1216	1216	geosparql	geosparql		http://www.opengis.net/ont/geosparql#						Prefix.cc
1217	1217	being	being		http://purl.org/ontomedia/ext/common/being#						Prefix.cc
1218	1218	kai	kai		http://kai.uni-kiel.de/						Prefix.cc
1219	1219	op	op		http://environment.data.gov.au/def/op#						Prefix.cc
1220	1220	gcis	gcis		http://data.globalchange.gov/gcis.owl#						Prefix.cc
1221	1221	rdai	rdai		http://rdaregistry.info/Elements/i/						Prefix.cc
1222	1222	opencyc	opencyc		http://sw.opencyc.org/concept/						Prefix.cc
1223	1223	app	app		http://jmvanel.free.fr/ontology/software_applications.n3#						Prefix.cc
1224	1224	geop	geop		http://aims.fao.org/aos/geopolitical.owl#						Prefix.cc
1225	1225	erce	erce		http://xxefe.de/						Prefix.cc
1226	1226	cmd	cmd		http://clarin.eu/cmd#						Prefix.cc
1227	1227	eurlex	eurlex		http://eur-lex.publicdata.eu/ontology/						Prefix.cc
1228	1228	od	od		http://purl.org/twc/vocab/opendap#						Prefix.cc
1229	1229	mt	mt		http://www.w3.org/2001/sw/DataAccess/tests/test-manifest#						Prefix.cc
1230	1230	lexinfo	lexinfo		http://www.lexinfo.net/ontology/2.0/lexinfo#						Prefix.cc
1231	1231	bk	bk		http://www.provbook.org/ns/#						Prefix.cc
1232	1232	evident	evident		http://purl.org/net/evident#						Prefix.cc
1233	1233	dbrc	dbrc		http://dbpedia.org/resource/Category:						Prefix.cc
1234	1234	dpd	dpd		http://www.kanzaki.com/ns/dpd#						Prefix.cc
1235	1235	siocserv	siocserv		http://rdfs.org/sioc/services#						Prefix.cc
1236	1236	asgv	asgv		http://aims.fao.org/aos/agrovoc/						Prefix.cc
1237	1237	pproc	pproc		http://contsem.unizar.es/def/sector-publico/pproc#						Prefix.cc
1238	1238	ftcontent	ftcontent		http://www.ft.com/ontology/content/						Prefix.cc
1239	1239	skos08	skos08		http://www.w3.org/2008/05/skos#						Prefix.cc
1240	1240	location	location		http://sw.deri.org/2006/07/location/loc#						Prefix.cc
1241	1241	provone	provone		http://purl.org/provone#						Prefix.cc
1242	1242	dbpedia2	dbpedia2		http://dbpedia.org/property/						Prefix.cc
1243	1243	vgo	vgo		http://purl.org/net/VideoGameOntology#						Prefix.cc
1244	1244	mammal	mammal		http://lod.taxonconcept.org/ontology/p01/Mammalia/index.owl#						Prefix.cc
1245	1245	li	li		http://def.seegrid.csiro.au/isotc211/iso19115/2003/lineage#						Prefix.cc
1246	1246	rdl	rdl		http://data.posccaesar.org/rdl/						Prefix.cc
1247	1247	cjr	cjr		http://vocab.linkeddata.es/datosabiertos/def/urbanismo-infraestructuras/callejero#						Prefix.cc
1248	1248	contsem	contsem		http://contsem.unizar.es/def/sector-publico/contratacion#						Prefix.cc
1249	1249	defns	defns		http://www.openarchives.org/OAI/2.0/						Prefix.cc
1250	1250	olac11	olac11		http://www.language-archives.org/OLAC/1.1/						Prefix.cc
1251	1251	my	my		http://www.mobile.com/model/						Prefix.cc
1252	1252	soc	soc		http://purl.org/net/hdlipcores/ontology/soc#						Prefix.cc
1253	1253	lime	lime		http://art.uniroma2.it/ontologies/lime#						Prefix.cc
1254	1254	vin	vin		http://www.w3.org/TR/2003/PR-owl-guide-20031209/wine#						Prefix.cc
1255	1255	oplprod	oplprod		http://www.openlinksw.com/ontology/products#						Prefix.cc
1256	1256	csv	csv		http://vocab.sindice.net/csv/						Prefix.cc
1257	1257	lfov	lfov		https://w3id.org/legal_form#						Prefix.cc
1258	1258	agrd	agrd		http://agrinepaldata.com/						Prefix.cc
1259	1259	wno	wno		http://wordnet-rdf.princeton.edu/ontology#						Prefix.cc
1260	1260	pco	pco		http://purl.org/procurement/public-contracts#						Prefix.cc
1261	1261	travel	travel		http://www.co-ode.org/roberts/travel.owl#						Prefix.cc
1262	1262	bco	bco		http://purl.obolibrary.org/obo/bco.owl#						Prefix.cc
1263	1263	gaf	gaf		http://groundedannotationframework.org/						Prefix.cc
1264	1264	fao	fao		http://fao.270a.info/dataset/						Prefix.cc
1265	1265	mb	mb		http://dbtune.org/musicbrainz/resource/instrument/						Prefix.cc
1266	1266	language	language		http://id.loc.gov/vocabulary/iso639-1/						Prefix.cc
1267	1267	olac	olac		http://www.language-archives.org/OLAC/1.0/						Prefix.cc
1268	1268	frb	frb		http://frb.270a.info/dataset/						Prefix.cc
1269	1269	ru	ru		http://purl.org/imbi/ru-meta.owl#						Prefix.cc
1270	1270	omdoc	omdoc		http://omdoc.org/ontology/						Prefix.cc
1271	1271	videogame	videogame		http://purl.org/net/vgo#						Prefix.cc
1272	1272	origins	origins		http://origins.link/						Prefix.cc
1273	1273	odrl	odrl		http://www.w3.org/ns/odrl/2/						Prefix.cc
1274	1274	lda	lda		http://purl.org/linked-data/api/vocab#						Prefix.cc
1275	1275	onisep	onisep		http://rdf.onisep.fr/resource/						Prefix.cc
1276	1276	metadata	metadata		http://purl.oreilly.com/ns/meta/						Prefix.cc
1277	1277	estrn	estrn		http://vocab.linkeddata.es/datosabiertos/def/urbanismo-infraestructuras/transporte#						Prefix.cc
1278	1278	fbgeo	fbgeo		http://rdf.freebase.com/ns/location/geocode/						Prefix.cc
1279	1279	oh	oh		http://semweb.mmlab.be/ns/oh#						Prefix.cc
1280	1280	sru	sru		http://www.loc.gov/zing/srw/						Prefix.cc
1281	1281	opllic	opllic		http://www.openlinksw.com/ontology/licenses#						Prefix.cc
1282	1282	call	call		http://webofcode.org/wfn/call:						Prefix.cc
1283	1283	ses	ses		http://lod.taxonconcept.org/ses/						Prefix.cc
1284	1284	mmt	mmt		http://linkedmultimedia.org/sparql-mm/functions/temporal#						Prefix.cc
1285	1285	pvcs	pvcs		http://purl.org/twc/vocab/pvcs#						Prefix.cc
1286	1286	cmdi	cmdi		http://www.clarin.eu/cmd/						Prefix.cc
1287	1287	friends	friends		http://www.openarchives.org/OAI/2.0/friends/						Prefix.cc
1288	1288	koly	koly		http://www.ensias.ma/						Prefix.cc
1289	1289	estatwrap	estatwrap		http://ontologycentral.com/2009/01/eurostat/ns#						Prefix.cc
1290	1290	stanford	stanford		http://purl.org/olia/stanford.owl#						Prefix.cc
1291	1291	esadm	esadm		http://vocab.linkeddata.es/datosabiertos/def/sector-publico/territorio#						Prefix.cc
1292	1292	fp3	fp3		http://vocab.fusepool.info/fp3#						Prefix.cc
1293	1293	of	of		http://owlrep.eu01.aws.af.cm/fridge#						Prefix.cc
1294	1294	wfn	wfn		http://webofcode.org/wfn/						Prefix.cc
1295	1295	irsteaont	irsteaont		http://ontology.irstea.fr/weather/ontology#						Prefix.cc
1296	1296	msm	msm		http://iserve.kmi.open.ac.uk/ns/msm#						Prefix.cc
1297	1297	sad	sad		http://vocab.deri.ie/sad#						Prefix.cc
1298	1298	lofv	lofv		http://purl.org/legal_form/vocab#						Prefix.cc
1299	1299	l2sp	l2sp		http://www.linked2safety-project.eu/properties/						Prefix.cc
1300	1300	vext	vext		http://ldf.fi/void-ext#						Prefix.cc
1301	1301	uri4uri	uri4uri		http://uri4uri.net/vocab#						Prefix.cc
1302	1302	tavprov	tavprov		http://ns.taverna.org.uk/2012/tavernaprov/						Prefix.cc
1303	1303	irstea	irstea		http://ontology.irstea.fr/						Prefix.cc
1304	1304	static	static		http://vocab-ld.org/vocab/static-ld#						Prefix.cc
1305	1305	lexicon	lexicon		http://www.example.org/lexicon#						Prefix.cc
1306	1306	ruto	ruto		http://rdfunit.aksw.org/ns/core#						Prefix.cc
1307	1307	pkm	pkm		http://www.ontotext.com/proton/protonkm#						Prefix.cc
1308	1308	fcs	fcs		http://clarin.eu/fcs/resource#						Prefix.cc
1309	1309	pic	pic		http://www.ipaw.info/ns/picaso#						Prefix.cc
1310	1310	sro	sro		http://salt.semanticauthoring.org/ontologies/sro#						Prefix.cc
1311	1311	babelnet	babelnet		http://babelnet.org/2.0/						Prefix.cc
1312	1312	va	va		http://code-research.eu/ontology/visual-analytics#						Prefix.cc
1313	1313	employee	employee		http://www.employee.com/data#						Prefix.cc
1314	1314	jp1	jp1		http://rdf.muninn-project.org/ontologies/jp1/						Prefix.cc
1315	1315	nxs	nxs		http://www.neclimateus.org/						Prefix.cc
1316	1316	navm	navm		https://w3id.org/navigation_menu#						Prefix.cc
1317	1317	diag	diag		http://www.loc.gov/zing/srw/diagnostic/						Prefix.cc
1318	1318	openskos	openskos		http://openskos.org/xmlns#						Prefix.cc
1319	1319	imf	imf		http://imf.270a.info/dataset/						Prefix.cc
1320	1320	bag	bag		http://lod.geodan.nl/vocab/bag#						Prefix.cc
1321	1321	vra	vra		http://simile.mit.edu/2003/10/ontologies/vraCore3#						Prefix.cc
1322	1322	oplacl	oplacl		http://www.openlinksw.com/ontology/acl#						Prefix.cc
1323	1323	xslopm	xslopm		http://purl.org/net/opmv/types/xslt#						Prefix.cc
1324	1324	topo	topo		http://data.ign.fr/def/topo#						Prefix.cc
1325	1325	agro	agro		http://agrinepaldata.com/vocab/						Prefix.cc
1326	1326	llo	llo		http://lodlaundromat.org/ontology/						Prefix.cc
1327	1327	spdx	spdx		http://spdx.org/rdf/terms#						Prefix.cc
1328	1328	kml	kml		http://www.opengis.net/kml/2.2#						Prefix.cc
1329	1329	odapps	odapps		http://semweb.mmlab.be/ns/odapps#						Prefix.cc
1330	1330	wikim	wikim		http://spi-fm.uca.es/spdef/models/genericTools/wikim/1.0#						Prefix.cc
1331	1331	whisky	whisky		http://vocab.org/whisky/terms/						Prefix.cc
1332	1332	fam	fam		http://vocab.fusepool.info/fam#						Prefix.cc
1333	1333	dbug	dbug		http://ontologi.es/doap-bugs#						Prefix.cc
1334	1334	gtfs	gtfs		http://vocab.gtfs.org/terms#						Prefix.cc
1335	1335	rvl	rvl		http://purl.org/rvl/						Prefix.cc
1336	1336	ll	ll		http://lodlaundromat.org/resource/						Prefix.cc
1337	1337	wn30	wn30		http://purl.org/vocabularies/princeton/wn30/						Prefix.cc
1338	1338	cl	cl		http://advene.org/ns/cinelab/						Prefix.cc
1339	1339	thors	thors		http://resource.geosciml.org/ontology/timescale/thors#						Prefix.cc
1340	1340	holding	holding		http://purl.org/ontology/holding#						Prefix.cc
1341	1341	oplres	oplres		http://www.openlinksw.com/ontology/restrictions#						Prefix.cc
1342	1342	cmdm	cmdm		http://infra.clarin.eu/cmd/						Prefix.cc
1343	1343	dogont	dogont		http://elite.polito.it/ontologies/dogont.owl#						Prefix.cc
1344	1344	unspsc	unspsc		http://ontoview.org/schema/unspsc/1#						Prefix.cc
1345	1345	zr	zr		http://explain.z3950.org/dtd/2.0/						Prefix.cc
1346	1346	abs	abs		http://abs.270a.info/dataset/						Prefix.cc
1347	1347	dbcat	dbcat		http://dbpedia.org/resource/Category:						Prefix.cc
1348	1348	plo	plo		http://purl.org/net/po#						Prefix.cc
1349	1349	uis	uis		http://uis.270a.info/dataset/						Prefix.cc
1350	1350	llm	llm		http://lodlaundromat.org/metrics/ontology/						Prefix.cc
1351	1351	dq	dq		http://def.seegrid.csiro.au/isotc211/iso19115/2003/dataquality#						Prefix.cc
